0,0,lenet/conv1/DW,0,0.10546875,421,450,2022-02-06 23:45:29
0,0,lenet/conv1/DW,0,0.3736979,421,450,2022-02-06 23:45:29
0,0,lenet/conv1/DW,0,0.7057292,420,450,2022-02-06 23:45:29
0,0,lenet/conv1/DW,0,0.119791664,423,450,2022-02-06 23:45:30
0,0,lenet/conv1/DW,0,0.114583336,426,450,2022-02-06 23:45:30
0,0,lenet/conv1/DW,0,0.3268229,423,450,2022-02-06 23:45:30
0,0,lenet/conv1/DW,0,0.2421875,423,450,2022-02-06 23:45:30
0,0,lenet/conv1/DW,0,0.1171875,423,450,2022-02-06 23:45:30
0,0,lenet/conv1/DW,0,0.118489586,426,450,2022-02-06 23:45:30
0,0,lenet/conv1/DW,0,0.08984375,426,450,2022-02-06 23:45:30
0,0,lenet/conv1/DW,0,0.11328125,428,450,2022-02-06 23:45:31
0,0,lenet/conv1/DW,0,0.109375,417,450,2022-02-06 23:45:31
0,0,lenet/conv1/DW,0,0.114583336,424,450,2022-02-06 23:45:31
0,0,lenet/conv1/DW,0,0.095052086,421,450,2022-02-06 23:45:31
0,0,lenet/conv1/DW,0,0.115885414,426,450,2022-02-06 23:45:31
0,0,lenet/conv1/DW,0,0.110677086,427,450,2022-02-06 23:45:31
0,0,lenet/conv1/DW,0,0.11328125,423,450,2022-02-06 23:45:31
0,0,lenet/conv1/DW,0,0.040364582,418,450,2022-02-06 23:45:32
0,0,lenet/conv1/DW,0,0.115885414,418,450,2022-02-06 23:45:32
0,0,lenet/conv1/DW,0,0.1015625,425,450,2022-02-06 23:45:32
0,0,lenet/conv1/DW,0,0.102864586,360,450,2022-02-06 23:45:32
0,0,lenet/conv1/DW,0,0.118489586,360,450,2022-02-06 23:45:32
0,0,lenet/conv1/DW,0,0.2669271,360,450,2022-02-06 23:45:32
0,0,lenet/conv1/DW,0,0.096354164,360,450,2022-02-06 23:45:32
0,0,lenet/conv1/DW,0,0.24479167,360,450,2022-02-06 23:45:33
0,0,lenet/conv1/DW,0,0.69140625,360,450,2022-02-06 23:45:33
0,0,lenet/conv1/DW,0,0.6848958,360,450,2022-02-06 23:45:33
0,0,lenet/conv1/DW,0,0.203125,353,450,2022-02-06 23:45:33
0,0,lenet/conv1/DW,0,0.20052083,360,450,2022-02-06 23:45:33
0,0,lenet/conv1/DW,0,0.102864586,360,450,2022-02-06 23:45:33
0,0,lenet/conv1/DW,0,0.67838544,360,450,2022-02-06 23:45:34
0,0,lenet/conv1/DW,0,0.86588544,360,450,2022-02-06 23:45:34
0,0,lenet/conv1/DW,0,0.7083333,360,450,2022-02-06 23:45:34
0,0,lenet/conv1/DW,0,0.6953125,360,450,2022-02-06 23:45:34
0,0,lenet/conv1/DW,0,0.3763021,360,450,2022-02-06 23:45:34
0,0,lenet/conv1/DW,0,0.6953125,360,450,2022-02-06 23:45:34
0,0,lenet/conv1/DW,0,0.27604166,360,450,2022-02-06 23:45:34
0,0,lenet/conv1/DW,0,0.111979164,360,450,2022-02-06 23:45:35
0,0,lenet/conv1/DW,0,0.21614583,360,450,2022-02-06 23:45:35
0,0,lenet/conv1/DW,0,0.34114584,360,450,2022-02-06 23:45:35
0,0,lenet/conv1/DW,0,0.32421875,360,450,2022-02-06 23:45:35
0,0,lenet/conv1/DW,0,0.86848956,360,450,2022-02-06 23:45:35
0,0,lenet/conv1/DW,0,0.28125,360,450,2022-02-06 23:45:35
0,0,lenet/conv1/DW,0,0.2890625,360,450,2022-02-06 23:45:35
0,0,lenet/conv1/DW,0,0.703125,360,450,2022-02-06 23:45:36
0,0,lenet/conv1/DW,0,0.7213542,360,450,2022-02-06 23:45:36
0,0,lenet/conv1/DW,0,0.6848958,360,450,2022-02-06 23:45:36
0,0,lenet/conv1/DW,0,0.66796875,357,450,2022-02-06 23:45:36
0,0,lenet/conv1/DW,0,0.890625,360,450,2022-02-06 23:45:36
0,0,lenet/conv1/DW,0,0.6979167,351,450,2022-02-06 23:45:36
